u-CVf54bYP0i-GJbU7DLGPD,q-AUeGebKoyS-0nYM6dAfY5,Who is the brains behind the MBTA decision-makers?,Governance and Decision-Making,4/17/15 17:02,02127,
u-IHTObiLts9-MrJDdU0Y5P,q-TJzenx3Qxj-Yyyr8ncHqX,"On streets with double parking, how can we develop a public process that might reasonably conclude with skinnier streets, bulb outs, and wider pedestrian and cycling areas?",Governance and Decision-Making,4/17/15 18:44,02127,
u-u3QG6iVpGe-Ynn8atCnmf,q-UYSAETD8oN-ez41Ot9P07,"In the future, will our transportation modes help to prevent childhood & adult obesity?",Health,1/29/15 9:31,02127,
u-firQv4eje6-IseT02KNHS,q-gCfBRqMc9S-NPd5fNBmo0,"Why don't we use recycled materials to create new seating for trains? The blue seat covers are screaming for germs!  If we create flat, easy to clean surfaces, we could not only create sustainable seating, but operate in a more health-conscious manner as a city. Thank you!!",Health,2/10/15 18:14,02127,
u-BSRZELq6v1-EpBvrwCcGB,q-wktV512uV1-APSwZED3QC,Will we be able to use jetpacks in Boston?,Innovation-Technology,1/7/15 10:50,02127,
u-S6egFjR1Le-rxjFPGaCLE,q-35pvPE0OJt-5wlY2mflcF,"Why can't we install solar powered commuting pods as they are planning in Secaucus, New Jersey?",Innovation-Technology,2/3/15 17:36,02127,
u-LZUhfFesST-YWa5vw9x56,q-UI70Zatz8Q-IBzFf9ntrz,In 2030 there is likely to be an uber type system with autonomous electric cars.  Can the city integrate this into public transport systems? Like a high tech changing route bus system.  ,Innovation-Technology,2/4/15 9:49,02127,
u-g3FVyHW8qS-yPpQlLoRTP,q-kGuOb7klYG-1ZF2YexN5S,"Can the city use on-demand transportation app ideas, like uber and bridj, to create dynamic and user-friendly buses that can change routes and pick ups based on customer needs?",Innovation-Technology,2/6/15 9:49,02127,
u-8rA6p9n2lx-i0L8PwAe86,q-MzOBswvtAY-PRXF2zULgX,"NYC has some melter trucks that melt snow on the streets.  Why does Boston not have this technology yet, despite the fact we have more snow?",Innovation-Technology,2/6/15 20:25,02127,
u-unu4AAKpxx-PmiCag0KfI,q-OLuVqUwckQ-3eCF8h4mRQ,How about airline cable cars?,Innovation-Technology,2/19/15 10:37,02127,
u-sqBP62lq9D-JvZbN0Z56h,q-wMiixVeSlw-n41KkGcHFD,Will there be flying cars?,Innovation-Technology,3/9/15 12:05,02127,
u-cXldreBNHv-ctvYDUEBZm,q-mTmJ0pIlzh-MjALDWmOLF,Why can't you track the buses by GPS?  The MBTA trip planner doesn't show accurate times.  ,Innovation-Technology,3/9/15 12:05,02127,
u-tGo3a1EyC0-qNhqLakt1U,q-2uAimRphcC-j9auonzcN1,Why not more agile/flex city vehicles/buses?,Innovation-Technology,3/9/15 12:06,02127,
u-LPjWs2hybe-5aywjcnOy1,q-rSQ3KhvCnW-l88fstwEB6,Will there be more modes of transportation?,Innovation-Technology,3/9/15 12:06,02127,
u-rESrVfFqRY-li0d31HVdG,q-HNXPDFwhMD-sfcIvK87In,When will we have hover cars?,Innovation-Technology,3/9/15 12:06,02127,
u-u3QG6iVpGe-Ynn8atCnmf,q-RVlWOt1Vtw-P8rVC0K0Tv,How can we get more people out of their space wasting cars?,Miscellaneous,1/14/15 11:48,02127,
u-VpX60lUCuG-KvnOoT4GED,q-opWBLFUhcU-GMVhh6VLgR,What are the plans to have more efficient service on green lines?,Reliability,1/7/15 10:50,02127,
u-u3QG6iVpGe-Ynn8atCnmf,q-lq3VfbiCdO-HDLlVqXcFQ,"Instead of relying on everyone having a smartphone to check when the next bus is coming, why not install small tickers at each bus stop?",Reliability,1/14/15 12:21,02127,
u-4Tl06lKMMP-qPlJbrm6Jb,q-13sf4dk5QM-X5G4hGuXvU,Can we please update Broadway Station as the population in the area has exsploded over the past 20 years? The station and streets can no longer handle the volume and there is plenty of State land to expand on.  Turing thus area into a business center would add revenues. ,Reliability,1/26/15 9:16,02127,
u-NHaqZKEZvJ-ksRfI9zTz7,q-oehkVmoLaa-f00c1DtZ9Y,Why doesn't the T work when it snows out?  Snow is not new to Boston and for the T to be fundamentally crippled each time there is snow its unacceptable.  There's no accountability.  Who can we hold accountable for our completely antiquated and feeble public transportation system?  And if a little snow shuts us down how are we going to accommodate the Olympics?,Reliability,2/3/15 17:15,02127,
u-uhAjZX0JSI-l2HSFsa9B3,q-9zZZ8fPoDb-jQ03SBQ3MM,"If the T completely breaks down in the snow, how in the world will it handle the Olympics?",Reliability,2/4/15 9:18,02127,
u-9Go6hP6gtw-Vc0GGNKSYA,q-3D3DYUOd7D-NBtyL9t2JH,Will there be more busses in South Boston?,Reliability,2/5/15 14:27,02127,
u-uZaEZddu9q-2OKcDnvba9,q-PahCRoU6yR-WXWD98RFIi,Is there a way to indicate that the next bus that's coming is full so you don't wait outside for it in the cold just so it can pass you by?,Reliability,2/6/15 13:28,02127,
u-lJcx98vKAy-v21FMMbwPv,q-j5MZ38T2yK-HQvbKLxl1F,"1. Will the buses start moving faster? 2. When do school students get a bus cards for free? 3. Who is the brains behind the MBTA decision-makers?""",Reliability,2/20/15 20:37,02127,
u-AlfEwS2F4F-8MrehcaDPD,q-rECm4jIe87-FTKEAfZl9W,Why does it take so long to get a parking permit from City Hall?,Reliability,3/9/15 12:05,02127,
u-emYoaSMJk3-BOhoovucym,q-9vVtdhHJ5S-jRcDnuDDbE,What can we do to make sure the bus drivers stop at all the bus stops?,Reliability,3/9/15 12:06,02127,
u-ZOqLmhEocT-PETyZM9kBg,q-lolymrKbZO-8TGGB8TFOh,When is the T going to stay open later than 1am?,Reliability,3/9/15 12:06,02127,
u-mM1VXUgOTs-p0Stvlbl9l,q-SRBcqwIaC7-NHbJ1gWjGI,Can the buses come more often in the winter?,Reliability,3/9/15 12:06,02127,
u-je6zP8wFJT-QMsJYl6T8D,q-31g1OHjGci-dkWZ5Rstkq,Will they ever make the T and buses 24 hours a day?,Reliability,3/9/15 12:06,02127,
u-GCn83BqxDO-zf90VqFkBZ,q-Ks68H8QCo3-jJTlMJ9aL2,Is the 47 bus ever going to be on time?,Reliability,3/9/15 12:18,02127,
u-1b31nwowAY-H8cBJztGFW,q-7lxJghYPBH-3xevRQa6Yv,Can we get public transportation like MBTA to be on time?,Reliability,3/9/15 12:55,02127,
u-0sV7saPTNd-I5ApKzrRhq,q-CzdroMBFXG-j9fhQOH7uo,What plans are there to increase safety for passengers?,Safety,1/7/15 10:50,02127,
u-QE1TQSVDDx-kXVqXzVGaK,q-prPkReb2WW-7shaUXTq6L,Will there be more bike lanes that provide a safer ride to us?,Safety,1/24/15 6:55,02127,
u-u3QG6iVpGe-Ynn8atCnmf,q-uyfXEMUg1J-2mNzU6dHOu,"In the future, will cyclists have to worry about their safety as much as we do now?",Safety,1/29/15 9:30,02127,
u-554w7V1w1t-PbUefEMtIg,q-TRdv4fWqCb-GhEqCobxKG,Why are cyclists not required to have license plates and be accountable for traffic violations?  Most of them (99%!) do not abide by the rules of the road yet motorists are expected to share the city streets with them.,Safety,1/29/15 16:32,02127,
u-554w7V1w1t-PbUefEMtIg,q-0KpltHVc8K-NpzvqEFkN8,Why are cyclists not required to have license plates and be accountable for traffic violations?  Most of them (99%!) do not abide by the rules of the road yet motorists are expected to share the city streets with them.  ,Safety,1/29/15 16:51,02127,
u-xaBeDyoHEy-RKhJVKXuMV,q-L6Y8glNCgc-SkF4l5YflK,"Why not privatize the MBTA?  If not that, train the current employees to be customer focused.",Safety,1/31/15 18:08,02127,
u-adlVMpJIst-I1qD2xnd1A,q-916zTgy9RF-4hbxhrg1FG,"Why is there no accountability towards bicyclists?  We constantly try to find ways to improve their riding conditions and safety, but don't acknowledge that most cyclists fail to follow traffic rules.  Running through stop signs and stop lights, wearing headphones while riding their bikes on the road, and almost running into pedestrians because they pay no attention to their surroundings to name a few problems.  This isn't an isolated problem either; it's widespread.  I'm all for making road conditions safer for cyclists, but the solution must be a two-way street.  Cyclists must start being held accountable to traffic laws. ",Safety,2/8/15 11:00,02127,
u-adlVMpJIst-I1qD2xnd1A,q-12bBsbqVo7-G98aK7cKmv,The future of Boston traffic should incorporate more automated rail and trolley systems instead of buses.  Buses are unsafe (bus drivers are extremely aggressive on the road in my experience)  and unreliable with Boston traffic.  Reduce the number of drivers we need with automated systems and the cost savings will pay off in the long term.,Safety,2/8/15 11:07,02127,
u-QBVQCjnzGu-3DEzgeuBw7,q-qXz0MJjofS-2s8RX0ciNb,Will the bus drivers be nicer?,Safety,3/9/15 12:16,02127,
u-vAFbh5lEPh-HZRVgvrWwJ,q-QFLk0Xc1pZ-mfz2HjqCGy,"How can we reduce the amount of car ownership and the number of car trips in Boston, which will improve air quality, ease snow plowing/removal, increase ridership/support for the MBTA, and reduce injury, death, and aggravation?",Sustainability-Climate,2/20/15 9:51,02127,
u-mdaGuaoZoG-TAWyPbeUNZ,q-MFHxm8xy5I-r0okGA0RoQ,"Why not give tax credits to people who do not own cars?  Also, solar powered neon bright crosswalks and road lines.  Safety AND Function.",Sustainability-Climate,3/9/15 12:55,02127,
user_id,question_id,question,theme,create_date,zipcode,
